,id,title_description_clean,release_date,Contains
10,22F9DeqDuciCOLANbIvBe3,"Israel in court, attacks on American soldiers, and the problem with polling What is the significance of the I.C.J. Ruling on Israel? How much control does Iran really have over its proxies? Should Labour brace itself for a sharp narrowing of the polls?",31/01/2024,Labour Party
11,4nRyqQEZi2x56yzl7YoVvh,"Standing up to Netanyahu, why Starmer would work with Trump, and the differences between Sunni and Shia Will the West come to terms with the idea that Netanyahu is not interested in a two state solution? Is ;populism; patronising? Would Starmer tread a fine line or stand up to Donald Trump?",25/01/2024,
12,2FpmsBfhA9JetHZ3Sp6fsh,Why Trump return wasn't inevitable How much do you know about the Russian propaganda forced on the population in occupied Ukraine? Where did it all go so wrong for Ron DeSantis? What on earth is going on in Germany with the far-right?,24/01/2024,
13,6LgnSBEE3G5MuSxGKo7ZAU,"Taiwan new president, Macron successor, and the difference between Tories and Conservatives How did Ecuador notorious gang leader escape from prison? What does Taiwan new anti-Beijing president mean for the country future? When is it right for MPs resign?",18/01/2024,
14,6hBT42RUzpP1lEeXE8LpAZ,"Is the Middle East sliding into a wider regional conflict? Should there have been a vote on the UK airstrikes in Yemen? How has the Post Office scandal moved from activism to politics, and could there be another Conservative leader before the election?",17/01/2024,Post Office
15,4MVjNjiCcKqsR5bd281SNJ,What happens when privatisation goes wrong? Is it possible to be politically active as a civil servant? How did private finance initiatives contribute to the Post Office scandal?  Is a transfer of power possible in Myanmar?,11/01/2024,Post Office
16,3kd184v53X8cwZYrHI6sD5,"History warning to Labour, the Post Office scandal, and Bangladesh battle for power How should the fallout of the Post Office scandal be handled? Why do the polls always swing towards the Tories as an election nears? What going on in Bangladesh?",10/01/2024,Labour Party
17,3kd184v53X8cwZYrHI6sD5,"History warning to Labour, the Post Office scandal, and Bangladesh battle for power How should the fallout of the Post Office scandal be handled? Why do the polls always swing towards the Tories as an election nears? What going on in Bangladesh?",10/01/2024,Post Office
18,1UfCH4pnozdyNtokFpdXZM,"Fighting British corruption, Japan economic conundrum, and a Premier League team in Belfast Should Labour create an anti-corruption department if it wins the next election? How great a threat does AI pose to elections in 2024? Is soft power as important as Britain thinks it is?",04/01/2024,Labour Party
19,50sXUGh0nus0OWzzH4gkAj,"How to fix the honours system, chaos in the Red Sea, and Taiwan at a crossroads What should we make of Liz Truss resignation honours? How does Iran use proxies to attack the US and Israel? Why was the election in the Democratic Republic of the Congo so expensive?",03/01/2024,
20,5aIIEJNUV66P6biJridgse,"How to combat populism, debating Bill Gates, and David Cameron on the world stage (Part 2) What stopped the Middle East from descending into regional conflict following the events of October 7th? Why did 2023 see so many coups across the Sahel? Is David Cameron now Rishi Sunak biggest asset?",28/12/2023,
21,1P4dOQhjFknGqKxdVgJwoM,"Scotland pivotal role, the moment everything changed, and whether to serve under Starmer (Part 1) Would Rory serve in a Keir Starmer Labour cabinet? How important is Scotland in the next election? What was the most under-appreciated political moment of 2023?",27/12/2023,Labour Party
22,475Iz9mDaoRBgBJUHoV2wb,How dangerous is Giorgia Meloni? Should Joe Biden choose a new running mate? Who is the real Giorgia Meloni? Which reality TV show would Rory and Alastair appear on? Learn more about your ad choices. Visit podcastchoices.com/adchoices,21/12/2023,
23,2bw3zEandCfhjIlfPJjIxA,"How Labour should fight the election, taking on the British press, and Orbán future far-right axis Who actually is Michelle Mone? Does Starmer need to be braver in how he respond to attacks from his opponents? How much power does Viktor Orbán have in the EU?",20/12/2023,Labour Party
24,2bw3zEandCfhjIlfPJjIxA,"How Labour should fight the election, taking on the British press, and Orbán future far-right axis Who actually is Michelle Mone? Does Starmer need to be braver in how he respond to attacks from his opponents? How much power does Viktor Orbán have in the EU?",20/12/2023,EU
25,30QeRthE3ZyKcFKA9a4CHI,Could the Tories remove Rishi Sunak? Could Nigel Farage be the next Conservative Party leader? What is happening in Myanmar? How do Rory and Alastair deal with public criticism?,14/12/2023,Conservative Party
26,6n7jc0FwVDTMiZhGzn0DkM,"The Israeli settler movement, Ukraine blockaded, and Putin perpetual power Is the West moving to a more critical place concerning the Israel-Gaza war? Can Sunak Rwanda policy be lawfully implemented? What is the relationship between Saudi Arabia and Russia?",13/12/2023,
27,2HIXE9uGobs7RPUotxh4gG,Why the infected blood scandal still haunts today politics How uncomfortable are the left with Starmer praise of Margaret Thatcher? Does Sunak stance on legal migration undermine British universities? What next for George Santos?,07/12/2023,
28,1TJa3nQNYse5o5EfhMcW7j,"King Charles on the world stage, Argentina Brexit, and the real Henry Kissinger How did King Charles perform at COP? Is Milei more Reagan than Trump? Who was the real Henry Kissinger?",06/12/2023,
29,52C613EZ1Hwc23xXvPohfU,Should Labour be bolder on Brexit? Why do politicians avoid discussing the benefits of migration? Do broadcasters allow the agenda do be shaped by the right wing press? What party would Charles Dickens vote for?,30/11/2023,Labour Party
30,01gBFP3UxASMFCADj5yIhy,Why are the far-right on the rise? Should Britain give the Elgin Marbles back to Greece? Will people be financially better off following Hunt Autumn statement? Why have populists like Javier Milei and Geert Wilders performed so well in recent elections?,29/11/2023,
31,6sLDVYlOvWQCgRXFrDJaks,Is Sunak Rwanda plan doomed to fail? Why was Sam Altman fired from OpenAI? Would a secret ballot have saved a soft Brexit? What options are left for Rishi Sunak after supreme court Rwanda ruling?,23/11/2023,
32,4fpwXYxoZnSKof7SVhKM9I,"Autumn statements, Putin progress, and why advertisers are pulling out of X How does inheritance tax work? How have voters reacted to the ceasefire vote? Are Putin prospects improving in the Russia-Ukraine war?",22/11/2023,
33,3aH2Y7bsFVhvr9HCbZhJ4I,What makes the Tory right so powerful? Why do the ERG and the right wing of the Tory party hold so much power over their leadership? Could a universal basic income work? How often do Rory and Alastair think about the Roman Empire?,16/11/2023,ERG
34,3aH2Y7bsFVhvr9HCbZhJ4I,What makes the Tory right so powerful? Why do the ERG and the right wing of the Tory party hold so much power over their leadership? Could a universal basic income work? How often do Rory and Alastair think about the Roman Empire?,16/11/2023,Conservative Party
35,4hB6JmsRg1hMsl9hkTu9G7,What David Cameron return means for Israel-Gaza What does David Cameron appointment as Foreign Secretary mean for the UK policy towards Israel and Palestine? What happened at the pro-Palestinian and against antisemitism marches? Has prime minister of Spain Pedro Sanchez behaved undemocratically?,15/11/2023,
36,4HsjBWpGMPymoJMAGRjS2b,Braverman sacked and Cameron returns The emergency pod button has been pushed as David Cameron returns to politics and Suella Braverman has been sacked.,13/11/2023,ERG
37,1hxq6krquKbyD8KZXI7xPz,Should WhatsApp messages stay private? What makes Parliament the most poisonous place to work? Should MPs listen to their SpAds? Was the Freedom of Information Act a mistake?,09/11/2023,Parliament
38,53BiNxHsVwGDmhNU884gCi,"The King Speech, performative cruelty, and Argentina How have voters responded to President Biden intervention in the Middle East? Was Sunak summit on AI a success? Who will be the next Argentinian president? and Alastair as they discuss all this and more on today episode of The Rest is Politics.",08/11/2023,
39,0R81INfnKUZZmf3gAjWLa9,What the Covid Inquiry says about Britain Does Britain relationship with the USA prevent independent decision making? What does conservatism mean to Jordan Peterson? How do you disagree agreeably about politics with your partner?,02/11/2023,
40,6s4HRWzeNJlkyyn6lnKdND,The Left and Israel Has Keir Starmer caused lasting damage to his leadership over his stance on Israel-Gaza? What will Biden be saying behind the scenes to other world leaders? Can the UK become a world leader in AI?,01/11/2023,
41,5TJYkltxiXwwOBmjNeEbvA,Nigel Farage plan to become Tory leader Will Nigel Farage prophecy of becoming the next Conservative leader come true? Should we accept the Taliban rule in Afghanistan? How much of a problem is the size of the British Armed Forces?,25/10/2023,Taliban
42,3mISe3e2xzblY6PMV18cs5,"Global perceptions of Israel-Gaza, Labour-Lib Dem bad blood, and Chinese economic crisis Would an Israeli ground invasion shift international perceptions of the conflict? Why is Labour unhappy with the Lib Dems? Is China teetering on the brink of economic chaos?",24/10/2023,Labour Party
43,3mISe3e2xzblY6PMV18cs5,"Global perceptions of Israel-Gaza, Labour-Lib Dem bad blood, and Chinese economic crisis Would an Israeli ground invasion shift international perceptions of the conflict? Why is Labour unhappy with the Lib Dems? Is China teetering on the brink of economic chaos?",24/10/2023,Liberal Democrat Party
44,1hbwiAVg18lB7iyEAcMI5c,Why Britain Needs Shorter Prison Sentences How do we solve the prisons crisis in the UK? Will Johnson and Sunak face charges for their lack of cooperation with the Covid inquiry? Should the Liberal Democrats run their campaign on rejoining the EU?,18/10/2023,EU
45,1hbwiAVg18lB7iyEAcMI5c,Why Britain Needs Shorter Prison Sentences How do we solve the prisons crisis in the UK? Will Johnson and Sunak face charges for their lack of cooperation with the Covid inquiry? Should the Liberal Democrats run their campaign on rejoining the EU?,18/10/2023,Liberal Democrat Party
46,3XRK1NaqbqtAj2X3jAdvas,Israel-Gaza: What Happens Next What is the next stage in the war between Israel and Hamas? How important is Joe Biden impending visit? Is it possible to be both victim and oppressor?,17/10/2023,Hamas
47,1uTkw7Yo2avk4XCle0UPwf,"Palestine, Gaza, and Israel What it like to live in Gaza? What are the key differences between the PLO, the PA, Fatah and Hamas? How far away are we from the diplomatic high point of the Oslo Accords?",17/10/2023,Hamas
48,0XE8ax8Xp3AnesAzPSbYbI,"Israel, invasion, and the trap laid by Hamas Does Hamas actually want Israel to invade Gaza? Is there a danger that this tragic situation will strengthen the hand of the ultra-nationalist Israeli right? How should the international community respond to the war between Israel and Hamas?",13/10/2023,Hamas
49,33XJQohDQ6rCGW96nRHWSu,Is Suella Braverman pretending to be right-wing? Would Keir Starmer embrace proportional representation? Is the Tory right just a group of political entrepreneurs using their hardline views to climb the greasy pole? Is a wealth tax the only way to address the problem of funding adult social care?  and Rory as they answer all these questions and more on this week Question Time.,11/10/2023,
50,1ArYtTuaBPnY27PD0ewoWd,Is Keir Starmer ready to be Prime Minister? Is Labour ready for government? What causing the SNP malaise? Did an AI deepfake video contribute to the outcome of the Slovakian election?,10/10/2023,Labour Party
51,1ArYtTuaBPnY27PD0ewoWd,Is Keir Starmer ready to be Prime Minister? Is Labour ready for government? What causing the SNP malaise? Did an AI deepfake video contribute to the outcome of the Slovakian election?,10/10/2023,SNP
52,6SjDCDdaB3TC1N7yPtEypo,Israel At War How did Hamas launch one of the largest invasions on Israeli territory in recent history? What happens now? Will this conflict have geo-political ramifications throughout the Middle East?,09/10/2023,Hamas
53,523Ar58aaQW3jhttexqCOn,"A new centrist party, mafia politics in New Jersey, and was Jesus a socialist? How corrupt is US politics? Will we see a new centrist party in the UK? How did Tony Blair overcome nerves at the dispatch box?  Stewart and Alastair Campbell as they answer all these questions and more on today episode of TRIP Question Time.",04/10/2023,
54,2xefxbF34SvsnmsueFIdQV,Can the Tory Party be saved? What actually happens behind the scenes at a Conservative or Labour Party Conference? What would it take to get the Conservative Party back to the centre-ground? What is going on between Kosovo and Serbia? and Alastair as they answer all these questions and more on today episode of The Rest Is Politics.,03/10/2023,Labour Party
55,2xefxbF34SvsnmsueFIdQV,Can the Tory Party be saved? What actually happens behind the scenes at a Conservative or Labour Party Conference? What would it take to get the Conservative Party back to the centre-ground? What is going on between Kosovo and Serbia? and Alastair as they answer all these questions and more on today episode of The Rest Is Politics.,03/10/2023,Conservative Party
56,0M8pbiBIGzXrpbTcYJisHg,"The Power of Rupert Murdoch What is Rupert Murdoch legacy in the world of media and politics? What did Rory discuss with First Minister of Scotland, Humza Yousaf? Why have there been protests within the Metropolitan Police force? Stewart and Alastair Campbell as they answer all these questions and more on today episode of TRIP Question Time.",27/09/2023,Metropolitan Police
57,2PpDzucE96TbYrNKTIRn4z,"Scrapping HS2, ‘Ukraine fatigue’, and 'Vive le Roi!' Is Angela Rayner more popular than Keir Starmer? What going on in Poland and why is one of Ukraine strongest allies seemingly waning in its support? Why do the French love King Charles?",26/09/2023,
58,1cykgvDa0hB5OewSuUzHk1,"Corbyn expulsion from Labour, Belgium sex education crisis, and how would Blair fare as PM today? Was Keir Starmer right to expel Jeremy Corbyn from the Labour party? Why is sex education causing protests in Belgium? How would Tony Blair Labour cope in 2023?",20/09/2023,Labour Party
59,1IiyRkmOfXZjjXs2AUbFVO,"Liz Truss returns, Putin Western puppets, and Rory at the United Nations What have we learnt on the first anniversary of Britain catastrophic experiment with Trussonomics? and Alastair as they discuss Libya, the United Nations General Assembly, Putin plan to get Europe hooked on Russian oil, and more on today episode of The Rest is Politics.",19/09/2023,United Nations
60,7xxcsjiTh4kjx3UhcjSXRh,"The return of Liz Truss, Slovakia answer to Viktor Orbán, and Starmer popularity waning? Has Slovakia got the new Orbán? How can Liz Truss save the west? Is Starmer popularity weaning?",13/09/2023,
61,5HTkBa8Gc1apm6wPo84QcN,"Prison escape, a test for Australian democracy, and spooks in Westminster? What was it like for Rory as a prisons minister when prisoners escaped? Are there Chinese spies working in Westminster? What happening with The Voice referendum in Australia? and Alastair as they answer all these questions and more on today episode of The Rest Is Politics.",12/09/2023,
62,5Zf67yFhMOPhR8DNpJIlth,"Imagining Labour first 100 days in power, Australia Indigenous Voice referendum, and compulsory politics in schools Do MPs talk enough about their mental health? What will be the outcome of Australia Indigenous Voice Referendum? Should politics be a compulsory part of primary education?",06/09/2023,Labour Party
63,4WnWdLyHVeQeiu5VvOydEy,"Crumbling Britain, a ruthless reshuffle, and Jeremy Corbyn ‘beautiful ears’ Who to blame for the UK crumbling infrastructure? Has Starmer shadow cabinet reshuffle strengthened his hand? Why is Rory such a fan of Jeremy Corbyn ears?",05/09/2023,
64,6FDw1P3LZiiDlSMLZHojre,"How to rig an election, Scotland golden goose, and the least impressive president of all time How did Mnangagwa win the Zimbabwe election? Who is the least impressive world leader Rory and Alastair have met? What makes a good political memoir?",30/08/2023,
65,4ZakYuwqnqRYHqAJWEpjYz,"Vladimir Putin, Narendra Modi, and absolute populist power What will happen to Wagner operations in Africa now that Yevgeny Prigozhin is dead? How dangerous is Modi rhetoric for India and the world? Who has had a bigger impact on the constituents of Mid Bedfordshire in the last few months - Nadine Dorries or Darren Bent?",29/08/2023,
66,1VfFB0FBqkRndzlBD2UsTG,"Populism in Portugal, texting David Cameron, and a challenger to Trump? Is Portugal the exception to the populist wave? Are reshuffle rumours ever to be trusted? How possible is a one-nation Tory revival?",23/08/2023,
67,22G2Nx3pNFm1w5KvFsedxL,"The Trial of Lucy Letby, the domination of the dollar, and politicians vs. lawyers Why are lawyers being targeted for taking on immigration cases? How significant is the BRICS ;New Development Bank;? Are left-of-centre western governments more anti-American?  and Alastair as they answer all these questions and more on today episode of The Rest Is Politics.",22/08/2023,
68,0JQksEPzVlCgj0UvjZc932,Privatisation vs. Nationalisation Are UFO sightings a purely English-speaking phenomenon? Should we give more or less praise to privatisation? What Dominic Cummings up to now?,16/08/2023,
69,0xCFcbeDulYBtxiKt6TfyA,"Small boats, Zimbabwe since Mugabe, and Trump anti-mafia indictment What is the best way to confront the crisis of small boats in the Channel? How has Zimbabwe changed since the rule of Robert Mugabe? Why are the Tories acting like they;re in opposition?",15/08/2023,
70,0d4bM3FScvqGUcJalm1X7E,"Rebuilding the Tory brand, Macron successor, and the militarisation of Mexico Is the Tory brand damaged beyond repair? Does Macron have a succession plan? What tempts governments to bring in the military?",09/08/2023,
71,6AqqE02EgFkDeC2UKO2HuF,White House or jail? The future of Donald J. Trump Will Donald Trump end up in prison or back in the White House? Why is the gap between politics and the legal arena becoming ever narrower? Is Net Zero at risk of becoming the new Brexit issue in British politics?,08/08/2023,
72,5tiuc4DdbgCjILSMwh5LtW,"Sweden Quran-burning crisis, Farage vs. the banks, and what is 'the establishment'? What would Rory do if he was Sweden Minister of Foreign Affairs? Are we paying Nigel Farage too much attention? Should MPs be allowed to rebel against their party? Listen to hear Rory and Alastair answer all these questions and more in this week Question Time.",03/08/2023,
73,2jx4JzB7TugsFkE9Sb9UEo,"Sunak net zero culture war, Africa 'coup belt', and a new strategy for the German far-right Why are Rishi Sunak and other politicians of the right looking to weaponise net zero? How should the international community respond to the rising number of coups across the Sahel? Can elections now been won through the sheer power of social media manipulation?",01/08/2023,
74,4MsC018Hrh6rtHFCRiR3K7,"Knocking over Liz Truss, Oxbridge dominance, and life under the Taliban Should MPs be able to vote electronically? Is Oxbridge as dominant as it used to be in British society? Are opinion polls just the junk food of political journalism?",27/07/2023,Taliban
75,1gXVtYnodHT8AVRdnidzMJ,"Labour on the defensive, Machismo in Spain, and Israel on a knife-edge What is the existential threat to democracy that unfolding in Israel? Why is Labour on the policy defensive after defeat in Uxbridge? Is Spain now the most polarised country in Europe?",26/07/2023,Labour Party
76,0dhi3spA17QkMRmyiALRUj,"Sunak slides to defeat in Selby and Somerton How happy should Labour be with Thursday by-election results? Can Sunak take some solace from holding on in Uxbridge? Will these constituencies be Labour, Tory, and Lib Dem holds at the next election?",21/07/2023,Labour Party
77,74gWdrwUCFmSLtY0D5j8nF,"Ben Wallace, intellectual PMs, and the fight for the Israeli flag Will Rory run for London Mayor next year? What will Ben Wallace political legacy look like? Why are left and right fighting over the Israeli flag?",20/07/2023,
78,61Mtu3PIilGmWvPFunbohQ,How radical would Labour be in power? Would Keir Starmer be radical or conservative as prime minister? Is enough being done to combat the current heatwave affecting much of the world? What should we make of Kemi Badenoch new trade deal?,19/07/2023,Labour Party
79,5Uq6FuzUxQZzpahvMIi8l2,"The Power of Prigozhin From a Siberian penal colony to the gold mines of the Central African Republic, who is Yevgeny Prigozhin and how did he become one of the most famous men in Russia today?",18/07/2023,
80,69b0nDG5HxqhvSFSmHToFY,"Feargal Sharkey on water pollution, drug legalisation, and fishing Is it too late to save our rivers? How should the government approach drug testing at festivals? Which political journalists were in attendance at George Osborne wedding?",13/07/2023,
81,50LD0sJYch6gHgvaKUrYVg,"Sunak path to victory, Trump stance on Ukraine, and the future of Palestine Is there any way that Sunak can win the next election? Would a second Trump presidency decisively change the course of the Ukraine conflict? What the future of Palestine in the face of Netanyahu far right government in Israel?",12/07/2023,
82,6b2DZPz98MfE0Rs5NDqKYB,"How to end a civil war, psychedelic treatments, and will the Orkney Islands join Norway? Why are the Orkney islands looking to explore options around joining Norway? Are psychedelics the future of mental health treatment? Does the path to a Labour majority include winning over National Trust members?",06/07/2023,Labour Party
83,6b2DZPz98MfE0Rs5NDqKYB,"How to end a civil war, psychedelic treatments, and will the Orkney Islands join Norway? Why are the Orkney islands looking to explore options around joining Norway? Are psychedelics the future of mental health treatment? Does the path to a Labour majority include winning over National Trust members?",06/07/2023,National Trust
84,2xZ9O0kfUuhszlOt4OaWNN,"France on fire, Thames Water troubles, and NHS privatisation What happening in France? How did Thames Water become saddled with debt? Are we on course for inevitable NHS privatisation?",05/07/2023,NHS
85,0jr4RzYGU4SemPC74EPMUH,"The next global superpower, a royal panic, and Rory on Austerity How did Rory get stuck in the royal panic room? Why do Labour politicians attend Murdoch parties? Which country will be the next global superpower?",29/06/2023,Labour Party
86,5dMGeWai8uH1L23pEoI226,"Putin vs. Prigozhin, the power of Lebedev, and the battle for Southeast Asia Is this the beginning of the end for Vladimir Putin? Did Boris Johnson overrule MI6 during his time as Prime Minister? Will Sunak be able to control inflation?",28/06/2023,
87,6GKibDgU3mvEdglD4jFQ3X,"Putin under threat as Wagner mutiny As Wagner Group mercenaries led by Yevgeny Prigozhin apparently rebel against the Russian Army, what impact could this have on the war with Ukraine and Vladimir Putin position as president? Emergency podcast recorded at lunchtime on Saturday 24th June.",24/06/2023,ERG
88,6GKibDgU3mvEdglD4jFQ3X,"Putin under threat as Wagner mutiny As Wagner Group mercenaries led by Yevgeny Prigozhin apparently rebel against the Russian Army, what impact could this have on the war with Ukraine and Vladimir Putin position as president? Emergency podcast recorded at lunchtime on Saturday 24th June.",24/06/2023,Wagner Group
89,1NT3Pn9zVkQwMlQYdq5zKf,"The War On Drugs, a Tory Green Party, and Long Covid Is class still the biggest dividing line in Britain? Why do we not hear enough about the impact of Long Covid? Would the Green Party ever shift to the right?",22/06/2023,
90,0uzzw7ZRfqfACUq61NebLp,"The world looks to Beijing, Putin vs. Africa, and Rory sliding Brexit doors What have we learnt from Brexit, 7 years on? Has Antony Blinken trip to Beijing eased tensions between China and the US? What is Africa role in the Ukraine-Russia conflict?",21/06/2023,
91,5nBLtBu28AWgHjowErIXCc,"Is this the end for Boris Johnson? In a damning report, Boris Johnson has been condemned for lying to parliament over parties held in Downing Street during the pandemic.",15/06/2023,Parliament
92,0MEdiG7cJHjtvSYWNpsWm8,"Labour greatest hope, what a Trump presidency would mean for Ukraine, and should we ban vaping? What would a Trump victory in 2024 mean for the war in Ukraine? Should the UK government take action on vaping? Is Labour pursuing the ;ming vase; strategy?",15/06/2023,Labour Party
93,7mGJAfN212soR55bZ6oyON,"Johnson and Sunak at war, Sturgeon arrest, and the death of Silvio Berlusconi Are we on the brink of Tory civil war? What is the legacy of Silvio Berlusconi? Why has China pivoted to Latin America?",14/06/2023,
94,2R1YbMGLK5sMYeKPmgz5I4,"BORIS JOHNSON RESIGNS In an emergency podcast, Rory and Alastair react to the news that Boris Johnson is standing down as a Conservative MP with immediate effect after an investigation into the Partygate scandal found he misled parliament and recommended a suspension from the House of Commons.",09/06/2023,House of Commons
95,2R1YbMGLK5sMYeKPmgz5I4,"BORIS JOHNSON RESIGNS In an emergency podcast, Rory and Alastair react to the news that Boris Johnson is standing down as a Conservative MP with immediate effect after an investigation into the Partygate scandal found he misled parliament and recommended a suspension from the House of Commons.",09/06/2023,ERG
96,2R1YbMGLK5sMYeKPmgz5I4,"BORIS JOHNSON RESIGNS In an emergency podcast, Rory and Alastair react to the news that Boris Johnson is standing down as a Conservative MP with immediate effect after an investigation into the Partygate scandal found he misled parliament and recommended a suspension from the House of Commons.",09/06/2023,Parliament
97,6PBG9nqAA30ptj0Lq3Dukw,"The Bullingdon Club, democracy vs. capitalism, and overcoming foot-and-mouth Should Rory and Alastair switch allegiance to the Liberal Democrats? Why is there no happy news? What was handling the foot and mouth disease crisis like? Listen to Rory and Alastair answer these questions, plus Rory explains how he was approached by the Bullingdon Club at Oxford, Alastair reveals his university party trick, and much more in this week Question Time.",08/06/2023,Liberal Democrat Party
98,4s8qAoGTA8ew2sG2D1GEUx,"Government taking itself to court, avoiding war with China, and Polish protests Should the government be taking itself to court over the covid inquiry? Rory and Alastair disagree (just about) agreeably on this one. Also, how is the USA attempt to create a bloc against China causing tension? And what do the latest protests in Kosovo and Poland mean? Listen this week to find out.",07/06/2023,
99,0rovXQ4c0BLzSsRqZQKs45,"Johnson vs. Stewart, protests in Serbia, and are think tanks actually influential? Did John Major lose in 1997, or did Tony Blair win? Would building on golf courses in London solve the housing crisis? How useful is the Freedom of Information Act? Hear the answers to these questions and more in this week Question Time, as Rory reveals what it was like going head to head with Boris Johnson and Alastair makes a rare correction from last week episode.",01/06/2023,
100,5h0yldaNrMS5Vqflgnn8Es,"Spanish politics explained and a deep dive into AI Artificial Intelligence: is it the future of humanity, or the beginning of the end? Rory and Alastair take a deep dive into the subject and the political complications of advancing technologies in the field. Plus, they have a look at the political parties operating in Spain, Alastair court appearance this week, and rising inflation in the UK.",31/05/2023,
101,6GSvXdryYaapZwSvOtMwpF,"Solving sewage, building on the Green Belt, and the most intimidating person in politics Should we start building on the Green Belt? Is there a fun side to politics? Why don;t ministers resign anymore without being pushed?",25/05/2023,
102,7ePgt7xDzyKkJ2NTkuhOz9,"Suella speeding, Japan in focus, and what the point of the G7? How was the G7 formed, and what is the point of it today? What will the consequences be for Suella Braverman following her speeding scandal? How does religion influence politics?",24/05/2023,
103,6vmwNrNYte86svwyYdk41O,"How to reform prisons, Macron vs. Clinton, and what is the Privy Council? Was Hillary Clinton arrogant in her comments about Emmanuel Macron? What the best way to reform UK prisons? How much do you know about sporrans?",18/05/2023,
104,53mJ49JKBasp29YwLT5uiI,"Erdoğan fights on, 'Clause IV on steroids', and the fall of military rule What next for Turkey? How does Starmer aim to reform Labour? Why should we be paying attention to events in Thailand?",17/05/2023,Labour Party
105,7wEVVZS7LiLDKhfrdz6OFH,"Bumping into Boris Johnson, the Hong Kong handover, and One-nation Tories vs. Blairites Do manifestos matter? What exactly is a free port? Is there a real difference between One-nation Conservatives and Blairites?",11/05/2023,
106,2TZjBOzSHefybbs8GFxYc3,"Sunak at a crossroads, weaponising 'woke', and the Wagner Group Have the local elections changed how Sunak will run Number 10? What going on with the Wagner Group and Vladimir Putin? How did the coronation attendees manage to go to the toilet during the long wait for King Charles?",10/05/2023,Wagner Group
107,5sImlJth6erSGVBOPKQmdW,Local Elections: Who the real winner? Was this a win for Starmer? Or should he be disappointed? What does this tell us about next year general election?,05/05/2023,
108,6Vz1MJZA6PmWdVXMjilyjX,"Communists in Austria, the collapse of First Republic, and the political power of Ben and Jerry What role do corporations play in political activism? Could the local elections results push forward a general election? Are communists having a resurgence in Europe? Rory and Alastair answer these questions, as well as discussing their favourite museums, chauvinism in sport, Vice President Kamala Harris, and ageism in politics.",04/05/2023,
