id,name,html_description,audio_preview_url,release_date,duration_ms,external_urls,ep_no,ep_title,description_clean,question_time,ep_title_clean,title_description_clean
1VfFB0FBqkRndzlBD2UsTG,"165: Question Time: Populism in Portugal, texting David Cameron, and a challenger to Trump?","<p>Is Portugal the exception to the populist wave? Are reshuffle rumours ever to be trusted? How possible is a one-nation Tory revival?</p><p><br /></p><p>Listen as Rory and Alastair answer all these questions and more on this week’s episode of Question Time.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, receive our exclusive newsletter, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""therestispolitics.com"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?ign-itscg&#61;30200S&amp;ign-itsct&#61;goalhanger_podcasts"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/79PFieH5y5FVZwDxeCNVvD/clip_1666560_1716990.mp3,2023-08-23,1986533,https://open.spotify.com/episode/1VfFB0FBqkRndzlBD2UsTG,165.0,"Question Time: Populism in Portugal, texting David Cameron, and a challenger to Trump?",Is Portugal the exception to the populist wave? Are reshuffle rumours ever to be trusted? How possible is a one-nation Tory revival?,yes,"Populism in Portugal, texting David Cameron, and a challenger to Trump?","Populism in Portugal, texting David Cameron, and a challenger to Trump? Is Portugal the exception to the populist wave? Are reshuffle rumours ever to be trusted? How possible is a one-nation Tory revival?"
22G2Nx3pNFm1w5KvFsedxL,"164. The Trial of Lucy Letby, the domination of the dollar, and politicians vs. lawyers","<p>Why are lawyers being targeted for taking on immigration cases? How significant is the BRICS &#39;New Development Bank&#39;? Are left-of-centre western governments more anti-American? </p><p>Join Rory and Alastair as they answer all these questions and more on today’s episode of The Rest Is Politics.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of <a href=""www.therestispolitics.com"" rel=""nofollow"">The Rest Is Politics Plus</a> to support the podcast, receive our exclusive newsletter, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""www.therestispolitics.com"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?ign-itscg&#61;30200S&amp;ign-itsct&#61;goalhanger_podcasts"" rel=""nofollow"">apple.co/therestispolitics</a>. </p><p><br /></p><p>Instagram:</p><p><a href=""https://www.instagram.com/restispolitics/"" rel=""nofollow"">&#64;restispolitics</a></p><p>Twitter:</p><p><a href=""https://twitter.com/RestIsPolitics"" rel=""nofollow"">&#64;RestIsPolitics</a></p><p>Email:</p><p><a href=""mailto:restispolitics&#64;gmail.com"" rel=""nofollow"">restispolitics&#64;gmail.com</a></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/2kv37e88tO3JSWbHn3515o/clip_1941350_1982450.mp3,2023-08-22,3138011,https://open.spotify.com/episode/22G2Nx3pNFm1w5KvFsedxL,164.0,"The Trial of Lucy Letby, the domination of the dollar, and politicians vs. lawyers",Why are lawyers being targeted for taking on immigration cases? How significant is the BRICS &#39;New Development Bank&#39;? Are left-of-centre western governments more anti-American? Join Rory and Alastair as they answer all these questions and more on today’s episode of The Rest Is Politics.,no,"The Trial of Lucy Letby, the domination of the dollar, and politicians vs. lawyers","The Trial of Lucy Letby, the domination of the dollar, and politicians vs. lawyers Why are lawyers being targeted for taking on immigration cases? How significant is the BRICS &#39;New Development Bank&#39;? Are left-of-centre western governments more anti-American? Join Rory and Alastair as they answer all these questions and more on today’s episode of The Rest Is Politics."
0JQksEPzVlCgj0UvjZc932,163. Question Time: Privatisation vs. Nationalisation,"<p>Are UFO sightings a purely English-speaking phenomenon? Should we give more or less praise to privatisation? What&#39;s Dominic Cummings up to now?</p><p><br /></p><p>Join Rory and Alastair as they answer all these questions and more on today’s episode of The Rest Is Politics: Question Time.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, receive our exclusive newsletter, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""therestispolitics.com"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""apple.co/therestispolitics"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/1KAeKpsd5x7tawnh7YHDis/clip_509919_566990.mp3,2023-08-16,2302955,https://open.spotify.com/episode/0JQksEPzVlCgj0UvjZc932,163.0,Question Time: Privatisation vs. Nationalisation,Are UFO sightings a purely English-speaking phenomenon? Should we give more or less praise to privatisation? What&#39;s Dominic Cummings up to now?,yes,Privatisation vs. Nationalisation,Privatisation vs. Nationalisation Are UFO sightings a purely English-speaking phenomenon? Should we give more or less praise to privatisation? What&#39;s Dominic Cummings up to now?
0xCFcbeDulYBtxiKt6TfyA,"162. Small boats, Zimbabwe since Mugabe, and Trump's anti-mafia indictment","<p>What is the best way to confront the crisis of small boats in the Channel? How has Zimbabwe changed since the rule of Robert Mugabe? Why are the Tories acting like they&#39;re in opposition?</p><p><br /></p><p>Join Rory and Alastair as they answer all these questions and more on today’s episode of The Rest Is Politics.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, receive our exclusive newsletter, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""therestispolitics.com"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""apple.co/therestispolitics"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p><a href=""www.instagram.com/restispolitics"" rel=""nofollow"">&#64;restispolitics</a></p><p>Twitter:</p><p><a href=""www.twitter.com/restispolitics"" rel=""nofollow"">&#64;RestIsPolitics</a></p><p>Email:</p><p><a href=""mailto:restispolitics&#64;gmail.com"" rel=""nofollow"">restispolitics&#64;gmail.com</a></p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/0Q3UT4wrPjRszxHUooFndZ/clip_1359300_1416050.mp3,2023-08-15,3140571,https://open.spotify.com/episode/0xCFcbeDulYBtxiKt6TfyA,162.0,"Small boats, Zimbabwe since Mugabe, and Trump's anti-mafia indictment",What is the best way to confront the crisis of small boats in the Channel? How has Zimbabwe changed since the rule of Robert Mugabe? Why are the Tories acting like they&#39;re in opposition?,no,"Small boats, Zimbabwe since Mugabe, and Trump's anti-mafia indictment","Small boats, Zimbabwe since Mugabe, and Trump's anti-mafia indictment What is the best way to confront the crisis of small boats in the Channel? How has Zimbabwe changed since the rule of Robert Mugabe? Why are the Tories acting like they&#39;re in opposition?"
0d4bM3FScvqGUcJalm1X7E,"161. Question Time: Rebuilding the Tory brand, Macron’s successor, and the militarisation of Mexico","<p>Is the Tory brand damaged beyond repair? Does Macron have a succession plan? What tempts governments to bring in the military?</p><p><br /></p><p>Listen as Rory and Alastair answer all these questions and more on this week’s episode of Question Time.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?ign-itscg&#61;30200S&amp;ign-itsct&#61;goalhanger_podcasts"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p><a href=""https://www.instagram.com/restispolitics/"" rel=""nofollow"">&#64;restispolitics</a></p><p><br /></p><p>Twitter:</p><p><a href=""https://twitter.com/RestIsPolitics"" rel=""nofollow"">&#64;RestIsPolitics</a></p><p><br /></p><p>Email:</p><p><a href=""mailto:restispolitics&#64;gmail.com"" rel=""nofollow"">restispolitics&#64;gmail.com</a></p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/33BaiRzKcpdwfuVp5NZf5Z/clip_987892_1036912.mp3,2023-08-09,1697880,https://open.spotify.com/episode/0d4bM3FScvqGUcJalm1X7E,161.0,"Question Time: Rebuilding the Tory brand, Macron’s successor, and the militarisation of Mexico",Is the Tory brand damaged beyond repair? Does Macron have a succession plan? What tempts governments to bring in the military?,yes,"Rebuilding the Tory brand, Macron’s successor, and the militarisation of Mexico","Rebuilding the Tory brand, Macron’s successor, and the militarisation of Mexico Is the Tory brand damaged beyond repair? Does Macron have a succession plan? What tempts governments to bring in the military?"
6AqqE02EgFkDeC2UKO2HuF,160. White House or jail? The future of Donald J. Trump,"<p>Will Donald Trump end up in prison or back in the White House? Why is the gap between politics and the legal arena becoming ever narrower? Is Net Zero at risk of becoming the new Brexit issue in British politics?</p><p><br /></p><p>Join Alastair and Rory as they answer all these questions and more on today’s episode of The Rest Is Politics.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, receive our exclusive newsletter, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""therestispolitics.com"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""apple.co/therestispolitics"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p><a href=""www.instagram.com/restispolitics"" rel=""nofollow"">&#64;restispolitics</a></p><p>Twitter:</p><p><a href=""www.twitter.com/restispolitics"" rel=""nofollow"">&#64;RestIsPolitics</a></p><p>Email:</p><p><a href=""mailto:restispolitics&#64;gmail.com"" rel=""nofollow"">restispolitics&#64;gmail.com</a></p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/5oLLNsLzOR5BU6CgDDrNBP/clip_988650_1036950.mp3,2023-08-08,3267813,https://open.spotify.com/episode/6AqqE02EgFkDeC2UKO2HuF,160.0,White House or jail? The future of Donald J. Trump,Will Donald Trump end up in prison or back in the White House? Why is the gap between politics and the legal arena becoming ever narrower? Is Net Zero at risk of becoming the new Brexit issue in British politics?,no,White House or jail? The future of Donald J. Trump,White House or jail? The future of Donald J. Trump Will Donald Trump end up in prison or back in the White House? Why is the gap between politics and the legal arena becoming ever narrower? Is Net Zero at risk of becoming the new Brexit issue in British politics?
5tiuc4DdbgCjILSMwh5LtW,"159. Question Time: Sweden's Quran-burning crisis, Farage vs. the banks, and what is 'the establishment'?","<p>What would Rory do if he was Sweden’s Minister of Foreign Affairs? Are we paying Nigel Farage too much attention? Should MPs be allowed to rebel against their party? Listen to hear Rory and Alastair answer all these questions and more in this week&#39;s Question Time.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, receive our exclusive newsletter, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?mt&#61;2&amp;ls&#61;1&amp;itscg&#61;30200S&amp;itsct&#61;goalhanger_podcasts&amp;ct&#61;goalhanger_podcasts&amp;at&#61;1001l3a3h"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p><a href=""https://www.instagram.com/restispolitics/"" rel=""nofollow"">&#64;restispolitics</a></p><p>Twitter:</p><p><a href=""https://twitter.com/RestIsPolitics"" rel=""nofollow"">&#64;RestIsPolitics</a></p><p>Email:</p><p><a href=""mailto:restispolitics&#64;gmail.com"" rel=""nofollow"">restispolitics&#64;gmail.com</a></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/6KMmBrBARWq8vYnDKjOuE7/clip_643600_691500.mp3,2023-08-03,2259173,https://open.spotify.com/episode/5tiuc4DdbgCjILSMwh5LtW,159.0,"Question Time: Sweden's Quran-burning crisis, Farage vs. the banks, and what is 'the establishment'?",What would Rory do if he was Sweden’s Minister of Foreign Affairs? Are we paying Nigel Farage too much attention? Should MPs be allowed to rebel against their party? Listen to hear Rory and Alastair answer all these questions and more in this week&#39;s Question Time.,yes,"Sweden's Quran-burning crisis, Farage vs. the banks, and what is 'the establishment'?","Sweden's Quran-burning crisis, Farage vs. the banks, and what is 'the establishment'? What would Rory do if he was Sweden’s Minister of Foreign Affairs? Are we paying Nigel Farage too much attention? Should MPs be allowed to rebel against their party? Listen to hear Rory and Alastair answer all these questions and more in this week&#39;s Question Time."
2jx4JzB7TugsFkE9Sb9UEo,"158. Sunak's net zero culture war, Africa's 'coup belt', and a new strategy for the German far-right","<p>Why are Rishi Sunak and other politicians of the right looking to weaponise net zero? How should the international community respond to the rising number of coups across the Sahel? Can elections now been won through the sheer power of social media manipulation?</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, receive our exclusive newsletter, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?mt&#61;2&amp;ls&#61;1&amp;itscg&#61;30200S&amp;itsct&#61;goalhanger_podcasts&amp;ct&#61;goalhanger_podcasts&amp;at&#61;1001l3a3h"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p>&#64;restispolitics</p><p><br /></p><p>Twitter:</p><p>&#64;RestIsPolitics</p><p><br /></p><p>Email:</p><p>restispolitics&#64;gmail.com</p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/6ww85WgWI8MqPhucu6k2j6/clip_1294500_1364700.mp3,2023-08-01,2916414,https://open.spotify.com/episode/2jx4JzB7TugsFkE9Sb9UEo,158.0,"Sunak's net zero culture war, Africa's 'coup belt', and a new strategy for the German far-right",Why are Rishi Sunak and other politicians of the right looking to weaponise net zero? How should the international community respond to the rising number of coups across the Sahel? Can elections now been won through the sheer power of social media manipulation?,no,"Sunak's net zero culture war, Africa's 'coup belt', and a new strategy for the German far-right","Sunak's net zero culture war, Africa's 'coup belt', and a new strategy for the German far-right Why are Rishi Sunak and other politicians of the right looking to weaponise net zero? How should the international community respond to the rising number of coups across the Sahel? Can elections now been won through the sheer power of social media manipulation?"
4MsC018Hrh6rtHFCRiR3K7,"157. Question Time: Knocking over Liz Truss, Oxbridge dominance, and life under the Taliban","<p>Should MPs be able to vote electronically? Is Oxbridge as dominant as it used to be in British society? Are opinion polls just the junk food of political journalism?</p><p><br /></p><p>Join Rory and Alastair as they answer all these questions and more on today’s episode of Question Time. </p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?mt&#61;2&amp;ls&#61;1&amp;itscg&#61;30200S&amp;itsct&#61;goalhanger_podcasts&amp;ct&#61;goalhanger_podcasts&amp;at&#61;1001l3a3h"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p>&#64;restispolitics</p><p><br /></p><p><br /></p><p>Twitter:</p><p>&#64;RestIsPolitics</p><p><br /></p><p><br /></p><p>Email:</p><p><br /></p><p>restispolitics&#64;gmail.com</p><p><br /></p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p><br /></p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/2tybckS6AhTu4TjO7jbIHp/clip_659900_703100.mp3,2023-07-27,1893433,https://open.spotify.com/episode/4MsC018Hrh6rtHFCRiR3K7,157.0,"Question Time: Knocking over Liz Truss, Oxbridge dominance, and life under the Taliban",Should MPs be able to vote electronically? Is Oxbridge as dominant as it used to be in British society? Are opinion polls just the junk food of political journalism?,yes,"Knocking over Liz Truss, Oxbridge dominance, and life under the Taliban","Knocking over Liz Truss, Oxbridge dominance, and life under the Taliban Should MPs be able to vote electronically? Is Oxbridge as dominant as it used to be in British society? Are opinion polls just the junk food of political journalism?"
1gXVtYnodHT8AVRdnidzMJ,"156. Labour on the defensive, Machismo in Spain, and Israel on a knife-edge","<p>What is the existential threat to democracy that&#39;s unfolding in Israel? Why is Labour on the policy defensive after defeat in Uxbridge? Is Spain now the most polarised country in Europe? </p><p><br /></p><p>Join Rory and Alastair as they answer all this and more on today&#39;s episode of The Rest Is Politics.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?mt&#61;2&amp;ls&#61;1&amp;itscg&#61;30200S&amp;itsct&#61;goalhanger_podcasts&amp;ct&#61;goalhanger_podcasts&amp;at&#61;1001l3a3h"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p>&#64;restispolitics</p><p><br /></p><p>Twitter:</p><p>&#64;RestIsPolitics</p><p><br /></p><p><br /></p><p>Email:</p><p>restispolitics&#64;gmail.com</p><p><br /></p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/3kEQs7Ub18VD5rBAJOUHjA/clip_2466100_2512630.mp3,2023-07-26,2953952,https://open.spotify.com/episode/1gXVtYnodHT8AVRdnidzMJ,156.0,"Labour on the defensive, Machismo in Spain, and Israel on a knife-edge",What is the existential threat to democracy that&#39;s unfolding in Israel? Why is Labour on the policy defensive after defeat in Uxbridge? Is Spain now the most polarised country in Europe?,no,"Labour on the defensive, Machismo in Spain, and Israel on a knife-edge","Labour on the defensive, Machismo in Spain, and Israel on a knife-edge What is the existential threat to democracy that&#39;s unfolding in Israel? Why is Labour on the policy defensive after defeat in Uxbridge? Is Spain now the most polarised country in Europe?"
0dhi3spA17QkMRmyiALRUj,155. Sunak slides to defeat in Selby and Somerton,"<p>How happy should Labour be with Thursday&#39;s by-election results? Can Sunak take some solace from holding on in Uxbridge? Will these constituencies be Labour, Tory, and Lib Dem holds at the next election? </p><p><br /></p><p>Join Rory and Alastair for today&#39;s bonus podcast where they answer all these questions and more.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?mt&#61;2&amp;ls&#61;1&amp;itscg&#61;30200S&amp;itsct&#61;goalhanger_podcasts&amp;ct&#61;goalhanger_podcasts&amp;at&#61;1001l3a3h"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p>&#64;restispolitics</p><p><br /></p><p>Twitter:</p><p>&#64;RestIsPolitics</p><p><br /></p><p><br /></p><p>Email:</p><p>restispolitics&#64;gmail.com</p><p><br /></p><p><br /></p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/4ZN5f0fnp4rHab7QpGHi4p/clip_1183500_1243800.mp3,2023-07-21,1310171,https://open.spotify.com/episode/0dhi3spA17QkMRmyiALRUj,155.0,Sunak slides to defeat in Selby and Somerton,"How happy should Labour be with Thursday&#39;s by-election results? Can Sunak take some solace from holding on in Uxbridge? Will these constituencies be Labour, Tory, and Lib Dem holds at the next election?",no,Sunak slides to defeat in Selby and Somerton,"Sunak slides to defeat in Selby and Somerton How happy should Labour be with Thursday&#39;s by-election results? Can Sunak take some solace from holding on in Uxbridge? Will these constituencies be Labour, Tory, and Lib Dem holds at the next election?"
74gWdrwUCFmSLtY0D5j8nF,"154. Question Time: Ben Wallace, intellectual PMs, and the fight for the Israeli flag","<p>Will Rory run for London Mayor next year? What will Ben Wallace&#39;s political legacy look like? Why are left and right fighting over the Israeli flag?</p><p><br /></p><p>Join Rory and Alastair as they answer the TRIP mailbag for this week&#39;s edition of Question Time.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?mt&#61;2&amp;ls&#61;1&amp;itscg&#61;30200S&amp;itsct&#61;goalhanger_podcasts&amp;ct&#61;goalhanger_podcasts&amp;at&#61;1001l3a3h"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p>&#64;restispolitics</p><p>Twitter:</p><p>&#64;RestIsPolitics</p><p>Email:</p><p>restispolitics&#64;gmail.com</p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/5jzlNUEpC0nxAdHsdNyN6N/clip_1387600_1434700.mp3,2023-07-20,1743177,https://open.spotify.com/episode/74gWdrwUCFmSLtY0D5j8nF,154.0,"Question Time: Ben Wallace, intellectual PMs, and the fight for the Israeli flag",Will Rory run for London Mayor next year? What will Ben Wallace&#39;s political legacy look like? Why are left and right fighting over the Israeli flag?,yes,"Ben Wallace, intellectual PMs, and the fight for the Israeli flag","Ben Wallace, intellectual PMs, and the fight for the Israeli flag Will Rory run for London Mayor next year? What will Ben Wallace&#39;s political legacy look like? Why are left and right fighting over the Israeli flag?"
61Mtu3PIilGmWvPFunbohQ,153. How radical would Labour be in power?,"<p>Would Keir Starmer be radical or conservative as prime minister? Is enough being done to combat the current heatwave affecting much of the world? What should we make of Kemi Badenoch&#39;s new trade deal?</p><p><br /></p><p>Join Rory and Alastair on today&#39;s episode of The Rest Is Politics as they answer all this and more.</p><p><br /></p><p>TRIP Plus:</p><p>Become a member of The Rest Is Politics Plus to support the podcast, enjoy ad-free listening to both TRIP and Leading, benefit from discount book prices on titles mentioned on the pod, join our Discord chatroom, and receive early access to live show tickets and Question Time episodes. Just head to <a href=""https://therestispolitics.supportingcast.fm/"" rel=""nofollow"">therestispolitics.com</a> to sign up, or start a free trial today on Apple Podcasts: <a href=""https://podcasts.apple.com/us/channel/the-rest-is-politics/id6443145599?mt&#61;2&amp;ls&#61;1&amp;itscg&#61;30200S&amp;itsct&#61;goalhanger_podcasts&amp;ct&#61;goalhanger_podcasts&amp;at&#61;1001l3a3h"" rel=""nofollow"">apple.co/therestispolitics</a>.</p><p><br /></p><p>Instagram:</p><p>&#64;restispolitics</p><p>Twitter:</p><p>&#64;RestIsPolitics</p><p>Email:</p><p>restispolitics&#64;gmail.com</p><p>Producers: Dom Johnson &#43; Nicole Maslen</p><p>Exec Producers: Tony Pastor &#43; Jack Davenport</p><p> </p><p>Learn more about your ad choices. Visit <a href=""https://podcastchoices.com/adchoices"" rel=""nofollow"">podcastchoices.com/adchoices</a></p>",https://podz-content.spotifycdn.com/audio/clips/4sxj0FSS8jwtjnX5eiWSqL/clip_667400_724800.mp3,2023-07-19,3144228,https://open.spotify.com/episode/61Mtu3PIilGmWvPFunbohQ,153.0,How radical would Labour be in power?,Would Keir Starmer be radical or conservative as prime minister? Is enough being done to combat the current heatwave affecting much of the world? What should we make of Kemi Badenoch&#39;s new trade deal?,no,How radical would Labour be in power?,How radical would Labour be in power? Would Keir Starmer be radical or conservative as prime minister? Is enough being done to combat the current heatwave affecting much of the world? What should we make of Kemi Badenoch&#39;s new trade deal?
